window_ns,ber,energy_pj,window_ns
32.0,0.75,187.84093215687173,32.0
32.0,0.6875,166.48530456459793,32.0
32.0,0.8125,203.58673963824796,32.0
32.0,0.625,160.53446438757567,32.0
32.0,0.75,191.71819866306632,32.0
32.0,0.625,158.50257363872439,32.0
32.0,0.375,98.92804738523616,32.0
32.0,0.8125,200.28052648598745,32.0
32.0,0.5,122.56680467660537,32.0
32.0,0.6875,175.9101784009572,32.0
32.0,0.6875,170.0391512062442,32.0
32.0,0.8125,208.63016470915196,32.0
32.0,0.625,159.28129294366576,32.0
32.0,0.5625,146.7192856255628,32.0
32.0,0.8125,203.87663022121228,32.0
32.0,0.5625,145.34059123664582,32.0
32.0,0.625,163.29223051375126,32.0
32.0,0.5625,137.2947548298229,32.0
32.0,0.5625,140.68668495676604,32.0
32.0,0.8125,204.82201458371634,32.0
32.0,0.4375,111.01606277272738,32.0
32.0,0.6875,179.58657833860767,32.0
32.0,0.75,191.9037030544096,32.0
32.0,0.6875,173.31098199501375,32.0
32.0,0.625,162.61061679528652,32.0
32.0,0.6875,173.28368404484473,32.0
32.0,0.6875,177.75711259900595,32.0
32.0,0.8125,210.07780028748567,32.0
32.0,0.5625,145.21017778852442,32.0
32.0,0.5625,143.02987427064764,32.0
32.0,0.5,133.59715234485256,32.0
32.0,0.625,162.33935664472668,32.0
32.0,0.75,187.34975789277252,32.0
32.0,0.6875,171.5996805345298,32.0
32.0,0.6875,171.48865385694694,32.0
32.0,0.8125,213.50643846964772,32.0
32.0,0.8125,206.93895682064706,32.0
32.0,0.75,190.70430541244778,32.0
32.0,0.5,126.9008727668257,32.0
32.0,1.0,256.96167273752434,32.0
32.0,0.5625,139.96387766514724,32.0
32.0,0.75,190.62862944680035,32.0
32.0,0.8125,210.45371633355816,32.0
32.0,0.75,198.554072051178,32.0
32.0,0.6875,178.70963771189474,32.0
32.0,0.5,130.23145873237465,32.0
32.0,0.5,126.92110155968896,32.0
32.0,0.625,161.99236695561592,32.0
32.0,0.75,183.6461102983443,32.0
32.0,0.75,199.1380593026308,32.0
32.0,0.75,188.71942906304866,32.0
32.0,0.5625,146.29469140794967,32.0
32.0,0.625,161.47906338607868,32.0
32.0,0.5,135.4934318725093,32.0
32.0,0.625,156.13244574111127,32.0
32.0,0.75,191.2426679858225,32.0
32.0,0.625,162.78375359400644,32.0
32.0,0.875,224.5095662525869,32.0
32.0,0.5625,147.81924576809934,32.0
32.0,0.5,131.83280562045098,32.0
32.0,0.625,161.31312353879568,32.0
32.0,0.6875,182.33632293149512,32.0
32.0,0.6875,180.18603343127631,32.0
32.0,0.625,158.41391019190945,32.0
32.0,0.5625,145.86854455328168,32.0
32.0,0.375,96.35969123017689,32.0
32.0,0.625,155.5800301368718,32.0
32.0,0.875,220.72485392445105,32.0
32.0,0.9375,242.21880793710017,32.0
32.0,0.875,218.65256544550766,32.0
32.0,0.5,122.16019249184328,32.0
32.0,0.375,99.5311393793551,32.0
32.0,0.75,191.66893723770633,32.0
32.0,0.4375,120.9643987696744,32.0
32.0,0.6875,171.85238984401022,32.0
32.0,0.625,162.2124181434784,32.0
32.0,0.6875,173.5050393288479,32.0
32.0,0.6875,179.00511648566643,32.0
32.0,0.6875,176.45660076537837,32.0
32.0,0.75,189.70992392165562,32.0
32.0,0.4375,117.48015478752585,32.0
32.0,0.8125,201.66395871557597,32.0
32.0,0.6875,176.72453002184903,32.0
32.0,0.5625,142.00032886274587,32.0
32.0,0.75,183.2422266145732,32.0
32.0,0.875,219.52040356009172,32.0
32.0,0.375,96.00250301999417,32.0
32.0,0.5625,144.00514976865583,32.0
32.0,0.625,165.76553192099405,32.0
32.0,0.125,39.10640886848548,32.0
32.0,0.625,153.86838874845927,32.0
32.0,0.875,223.4810861607935,32.0
32.0,0.8125,205.89120602773565,32.0
32.0,0.375,97.53649891852848,32.0
32.0,0.625,168.34598813152823,32.0
32.0,0.625,159.54625093878792,32.0
32.0,0.5,128.73043565818153,32.0
32.0,0.625,160.8470537813442,32.0
32.0,0.875,225.77374117207813,32.0
32.0,0.8125,200.24159082251006,32.0
32.0,0.6875,173.34604350841593,32.0
32.0,0.6875,178.51036788675785,32.0
32.0,0.8125,196.16231113858373,32.0
32.0,0.875,220.27999602988507,32.0
32.0,0.4375,111.94663408687734,32.0
32.0,0.8125,205.9497985366808,32.0
32.0,0.75,185.31931510070808,32.0
32.0,0.6875,179.41119858387518,32.0
32.0,0.4375,114.0984269381737,32.0
32.0,0.6875,177.8007961343856,32.0
32.0,0.5625,145.07792520401466,32.0
32.0,0.625,165.449891353457,32.0
32.0,0.875,226.02173777290486,32.0
32.0,0.8125,206.4557030608154,32.0
32.0,0.5,134.81591428232892,32.0
32.0,0.5625,144.0073129941365,32.0
32.0,0.5,135.42492530584016,32.0
32.0,0.5625,148.7919829194771,32.0
32.0,0.9375,238.2158573684823,32.0
32.0,0.6875,170.73033383162954,32.0
32.0,0.625,150.75806858147953,32.0
