sat_I_sat,ber,energy_pj,window_ns
0.5,0.6875,30.948969442171663,7.983252811344052
0.5,0.8125,24.481115023074512,7.990073373427718
0.5,0.75,26.694829928995976,8.008725686809157
0.5,0.8125,28.123775314311775,7.987442362632667
0.5,0.875,23.89985596152644,7.97854481528138
0.5,0.6875,30.11662187953075,7.999593985647776
0.5,0.6875,32.64358623546847,8.004297612100073
0.5,0.5625,37.84774957119825,7.987667919131466
0.5,0.5625,39.84614515180339,7.993084910491083
0.5,0.875,22.503127393817486,7.983381459332481
0.5,0.625,30.014155712704937,7.993399069320359
0.5,0.5,32.75171493387704,7.990868208462148
0.5,0.625,30.063499300586926,7.995942550964513
0.5,0.6875,37.46909870999853,8.014710168911387
0.5,0.625,29.453000029932667,7.992628675545236
0.5,0.4375,39.901586218335964,7.996812967316025
0.5,0.6875,32.73884882057444,7.979949223637881
0.5,0.4375,34.43022088652728,8.001362145398678
0.5,0.6875,29.824910373281217,7.998203645540864
0.5,0.375,38.89079525622862,7.9997520812293175
0.5,0.8125,29.721916928584065,8.011284463067259
0.5,0.6875,37.270203529959396,7.982447516306996
0.5,0.625,34.51884052206012,7.999671094469177
0.5,0.875,28.647287427452824,8.004326792099135
0.5,0.75,26.68855403291064,7.994164930647868
0.5,0.8125,19.23077863122184,8.006972561082456
0.5,0.625,37.304403482866675,7.9804567710037055
0.5,0.625,32.30360137849097,7.994955551762281
0.5,0.5,35.20183053590202,8.003842962366132
0.5,0.875,18.842274234859993,8.003428514920113
0.5,0.6875,23.154890360919936,8.021778478526727
0.5,0.5625,34.740973275691914,8.017542012192655
0.5,0.5625,34.71484989496196,8.01387090333957
0.5,0.625,28.100142940929008,8.009393677687987
0.5,0.5625,41.92034387416485,7.988930337002994
0.5,0.625,39.548182510220194,7.999846274989379
0.5,0.75,24.680824841912187,8.00657106089761
0.5,0.75,25.330034482570966,8.000275318911282
0.5,0.8125,29.760896984540327,8.02787670055859
0.5,0.5625,30.062596391946244,7.976629383697199
1.0,0.5,46.61497796187256,7.995891715312872
1.0,0.5625,40.85863707893664,7.999611847061264
1.0,0.75,37.68080495166047,7.998736906486222
1.0,0.75,41.31009008870937,8.005254368627202
1.0,0.6875,39.118364626746555,7.989714039057787
1.0,0.625,41.172467939903804,7.991594877110332
1.0,0.375,43.38430623181438,7.99801357242815
1.0,0.8125,39.408306275393535,8.001064713094149
1.0,0.8125,36.16874997123438,8.00431685126985
1.0,0.6875,48.367107522194274,7.988973673814879
1.0,0.5,40.97008854658373,8.000998040007048
1.0,0.6875,34.5179259339178,7.9955915507346464
1.0,0.75,32.02592681357637,7.995585298996252
1.0,0.875,28.97460250633669,7.989285307825789
1.0,0.75,41.59468574216546,7.9951585175223805
1.0,0.6875,44.04212566133579,7.994216654184392
1.0,0.875,29.188023271701592,8.001905231642388
1.0,0.75,39.60780046029842,8.009821228248537
1.0,0.6875,37.477801804696334,8.010209573546929
1.0,0.625,38.663763319761344,8.013687793673814
1.0,0.5,41.23799535683978,7.988827393275644
1.0,0.875,35.7239184958017,7.981380564781297
1.0,0.8125,35.98981472553484,7.990178185236591
1.0,0.6875,38.24415520421305,7.991470537117586
1.0,0.6875,47.25845807742364,8.001246862197913
1.0,0.6875,37.74470329333213,8.012437763926279
1.0,0.5,41.91521712489907,8.014847808964577
1.0,0.6875,37.797512891833655,7.995761486702634
1.0,0.75,41.155986813191504,8.016088816551806
1.0,0.5625,50.43236138592256,8.001661194061688
1.0,0.6875,40.71024058162252,7.987266431242459
1.0,0.8125,35.74453876529646,7.999149110184243
1.0,0.8125,44.35925992917095,7.988857434574374
1.0,0.625,35.14683253689629,8.002533134572781
1.0,0.8125,25.442317561424282,7.996990818635373
1.0,0.5625,44.59619312665641,7.993943323272918
1.0,0.5625,41.4184504285319,7.987291052051255
1.0,0.6875,30.889697300898284,8.006107488606359
1.0,0.75,44.646276009807956,7.994497741895959
1.0,0.5625,34.443752861313875,8.001988161880204
1.0,0.8125,35.85549313682589,7.993019742851512
1.0,0.875,26.07802586663816,8.001042773538716
1.0,0.625,37.76541184051681,7.998131501290745
1.0,0.75,41.36558049575354,7.993401891810386
1.0,0.6875,41.30501047263121,8.004018710675549
1.0,0.6875,39.48045194535566,7.995575322774084
1.0,0.625,32.33962308797237,7.9901124331033735
1.0,0.9375,32.05132771006141,7.999514705226549
1.0,0.5625,37.42681687379415,8.006818864233981
1.0,0.8125,32.80919453119625,8.00870248883974
1.0,0.75,34.99122040999748,8.003218713384253
1.0,0.4375,50.41654153167493,8.013775151656656
1.0,0.625,29.400652821024117,8.00105681093978
1.0,0.75,39.06652156608129,8.000481128480022
1.0,0.5,39.35825865335299,7.993080861992919
1.0,0.6875,35.235056151996304,7.997425358752324
1.0,0.625,39.1534962539837,8.006222224861501
1.0,0.625,28.38749693449348,7.99976348134849
1.0,0.625,23.185494122391898,8.009604832517194
1.0,0.875,37.52108250746816,7.996719290280668
1.0,0.625,35.806533464983026,7.986307613046872
1.0,0.8125,35.350312077126745,7.992223153590677
1.0,0.625,44.54481684379749,8.005365771013597
1.0,0.75,41.16600083365334,7.987962266501002
1.0,0.6875,47.728799120164325,8.000489233716486
1.0,0.5625,38.606475943016406,7.999328715153723
1.0,0.5625,40.64698994147024,7.992541210302866
1.0,0.6875,35.42377502872532,7.995907518521008
1.0,0.75,38.173248393254894,8.01365217339834
1.0,0.5625,35.30483968851538,8.01264390948083
1.0,0.625,33.980993512035056,8.003177960072977
1.0,0.625,39.29959768885287,8.011100511748216
1.0,0.625,37.85349080921209,7.9945633126782845
1.0,0.75,42.435956706493165,8.002947333859582
1.0,0.5625,31.527558517985415,7.992222652765324
1.0,0.6875,38.3870745479261,8.006573621328037
1.0,0.5625,40.77433160682439,8.011838860795484
1.0,0.6875,38.72931753209654,7.997589583704064
1.0,0.875,31.428216882966158,7.98990937404891
1.0,0.625,28.522561497129587,7.999735493700857
1.0,0.5,38.95293046326712,7.998052415339371
1.0,0.5625,40.45364713833985,8.003956064622187
1.0,0.6875,38.4290528151763,8.010706451544156
1.0,0.75,32.00876362912129,7.988314575503081
1.0,0.625,41.394723161494795,8.01073264378042
1.0,0.5625,44.91341925116222,8.011781366384763
1.0,0.6875,31.151242798402336,7.983547365729734
1.0,0.5625,32.16204046965436,7.989769664887486
1.0,0.625,40.595854315576666,7.991224287633122
1.0,0.5,46.59616319270072,8.005747876865334
1.0,0.5625,36.76252736183369,8.009218349343126
1.0,0.625,41.22015786243095,7.988569467174022
1.0,0.5625,35.083089934930975,7.99774383009448
1.0,0.5,48.08775844054309,7.986332028674054
1.0,0.4375,47.6029086820066,8.01098061475746
1.0,0.625,34.55006511997144,8.000149579600594
1.0,0.5625,31.760082223846826,7.998738583203773
1.0,0.6875,41.47801971797564,8.016869375044596
1.0,0.5,47.08137177662526,8.002095239519008
1.0,0.75,32.022093202840146,8.009558026707415
1.0,0.625,38.038820846202,8.01255670409735
1.0,0.625,41.69073176284274,7.994605320984013
1.0,0.625,42.29276658166743,8.000996215786857
1.0,0.8125,31.772423373325907,7.98725580091012
1.0,0.6875,38.32686331599496,8.00845946676172
1.0,0.625,39.88650720624419,8.004938724649916
1.0,0.75,32.050115852581555,8.002331296561627
1.0,0.75,26.639179992426698,7.9796067306141225
1.0,0.5625,38.12970351417496,8.014975687773497
1.0,0.5625,32.01090067446544,7.99154851750863
1.0,0.875,24.156017836981768,8.001919439535344
1.0,0.875,36.32597625171047,8.007274921359736
1.0,0.625,42.012701521946276,8.006546289041655
1.0,0.625,43.95848215125883,8.001782141011235
1.0,0.6875,42.7226648988761,7.984487881827567
1.0,0.6875,37.72094260370497,7.991483913201531
1.0,0.75,42.729318578618845,8.007500540808678
1.0,0.8125,28.390619777606684,7.98545516566085
1.0,0.4375,35.13113037887273,7.987315814154499
1.0,0.5625,31.95120141982525,7.98575580494933
1.0,0.5625,44.61286415404554,8.00021140094053
1.0,0.875,41.075152179374996,7.997078355952969
1.0,0.625,41.64685593798723,8.00375334635108
1.0,0.6875,48.56014961221757,8.002586828737464
1.0,0.5,42.164566377710315,8.016979189236265
1.0,0.75,31.48369677176802,7.9922388662775194
1.0,0.75,28.40998754188915,8.01076136456497
1.0,0.75,35.25551323251897,7.9861418466488665
1.0,0.75,30.933569616785583,7.994430660902504
1.0,0.625,39.303570724778254,7.988453331130003
1.0,0.875,38.1582298385345,7.987467097172683
1.0,0.75,35.75850010019287,7.999277861781879
1.0,0.625,44.77966443067022,7.992769423692412
1.0,0.4375,48.063965516902364,7.99785118539126
1.0,0.6875,42.05299077966646,8.013478546816822
1.0,0.5625,43.32317406653666,7.9795681396087
1.0,0.625,39.06234423475016,8.013945171669215
1.0,0.875,34.77352599728129,7.994260442702069
1.0,0.625,37.02808646978926,7.982585223821086
1.0,0.75,26.033325755121833,7.987926106562803
1.0,0.75,34.27049365822511,8.009046859753731
1.0,0.6875,38.993508370231886,7.988458880098456
1.0,0.75,40.728717180949026,7.991922319116586
1.0,0.6875,25.007243544800804,7.993332300489245
1.0,0.375,36.57223363050598,7.991165435263927
1.0,0.8125,28.793797721833684,8.001596854218889
1.0,0.8125,32.43903628555548,8.005938257757496
1.0,0.75,32.11735426490427,8.013885526318916
1.0,0.875,37.851397797218254,7.990388990889601
1.0,0.6875,27.93139026395036,8.009247060870944
1.0,0.625,34.42028453394972,7.992413449276192
1.0,0.6875,31.72026391123381,7.99486107320652
1.0,0.625,38.08263873139675,8.00935413137728
1.0,0.8125,27.627500807930563,8.0133085998147
1.0,0.5,44.11411266059725,7.998739023007438
1.0,0.75,44.09533416254233,7.99363937497996
1.0,0.75,38.93923183415763,7.986689703708096
1.0,0.6875,28.18188949345227,7.96954746714367
1.0,0.875,32.786896662149346,7.990547255575169
1.0,0.75,34.887620311727254,7.986540049395019
1.0,0.8125,28.97674068061797,8.00219737148052
1.0,0.5,32.71050971264108,8.000904500316661
1.0,0.75,41.71480132660888,8.000515605762864
1.0,0.75,25.18759353921751,7.990331883245535
1.0,0.75,41.324349617529194,7.990768817584744
1.0,0.625,37.75472338588855,8.002605529335666
1.0,0.8125,38.94186615369403,7.996555597548811
1.0,0.8125,36.24658582731254,7.996843941809496
1.0,0.5,37.05270099868435,8.006737523345704
1.0,0.5625,34.68162647723123,8.013160151007927
1.0,0.625,47.181825042779764,7.990299233444331
1.0,0.6875,37.15825900757002,7.99146119584656
1.0,0.8125,32.58708920575584,8.0083752146333
1.0,0.75,34.78570977308167,7.989365817471349
1.0,0.625,34.48909556404823,8.003413862177805
1.0,0.625,40.70697812628645,7.996797942330129
1.0,0.8125,44.618535490237015,8.016002176371753
1.0,0.8125,35.20453240854577,8.007021270452539
1.0,0.625,47.23916471498808,7.99531178197253
1.0,0.375,44.21913300552724,8.00447873508118
1.0,0.6875,37.652453729355685,7.999232776967597
1.0,0.6875,34.64591326495611,8.002599449666297
1.0,0.5625,31.174801862973588,8.004340033349543
1.0,0.4375,34.935443903972946,8.01058432283493
1.0,0.6875,27.73868640989568,8.0070604182602
1.0,0.6875,32.93906958284685,8.016677355290962
1.0,0.8125,32.240907284167406,7.9982959746133435
1.0,0.625,32.045436378902984,7.993798581079462
1.0,0.5625,32.560711445434144,7.994275635758134
1.0,0.8125,28.328248603645925,7.991073511118781
1.0,0.8125,25.562491524331495,8.010861549676822
1.0,0.875,38.82437132592025,8.006156925229147
1.0,0.8125,22.057522223314905,8.011989957484946
1.0,0.75,34.46114446521524,8.016994382834126
1.0,0.3125,49.63174847503757,8.004699752519402
1.0,0.8125,36.023143043489526,7.982929859525214
1.0,0.5,46.84638405167316,8.011959230893545
1.0,0.5625,28.151437408203098,7.995517614768424
1.0,0.6875,47.58720402211889,7.989130273281143
1.0,0.6875,34.734227749410685,8.002873216830743
1.5,0.6875,37.12204153195107,8.020900634856075
1.5,0.5625,51.28197623286946,7.993914500327216
1.5,0.625,47.62168942656799,7.982397990974116
1.5,0.625,44.05285791119466,7.986031471479706
1.5,0.625,40.742211725124164,7.996595934986347
1.5,0.625,36.024150089752155,7.99998884121516
1.5,0.125,53.13622789295748,8.005284109817989
1.5,0.625,29.84321431340226,8.00831831567883
1.5,0.75,40.4942162127128,8.008900166581284
1.5,0.625,41.32028384814036,8.008321850811233
1.5,0.625,37.939471651561774,7.9792416240734685
1.5,0.6875,29.82662210321898,7.995766150164819
1.5,0.75,33.505345011354585,7.991873596237438
1.5,0.8125,41.48377659887841,7.999510961428932
1.5,0.625,46.36685020997572,8.017097187294235
1.5,0.9375,30.97301218674797,7.9830464065814155
1.5,0.4375,45.96747942641136,7.998207835413627
1.5,0.6875,50.23718170537171,8.010514152942434
1.5,0.75,34.216410543565694,7.99339281498699
1.5,0.875,27.54107121487822,8.012682661362856
1.5,0.6875,33.53854757064072,8.002494310707233
1.5,0.6875,48.56618128446883,8.002163444277299
1.5,0.6875,41.50812819847764,7.995276789056717
1.5,0.75,37.80614145721004,8.001310060143542
1.5,0.75,36.89855749143583,7.989520847073681
1.5,0.75,37.813474527913286,7.999694059827947
1.5,0.625,47.70996517762086,8.018726538621413
1.5,0.75,41.19169090449384,8.01523530330172
1.5,0.6875,40.87803620011308,7.997118190408319
1.5,0.5,43.809316267923094,7.996750692998768
1.5,0.8125,32.78302352534517,7.982716172178279
1.5,0.5,47.91150420499309,8.00384887019139
1.5,0.6875,28.333088249637633,8.005119993812926
1.5,0.625,35.42771579824394,7.98516276943141
1.5,0.75,36.85604837006082,7.982501798127613
1.5,0.75,29.271910914155942,7.985889079601948
1.5,0.6875,38.243131389228616,8.012304554107844
1.5,0.5,36.18716936860836,7.985928648497033
1.5,0.5,42.10628061009623,7.979337169960717
1.5,0.4375,46.392318419604514,8.003335911430277
1.5,0.375,50.52085312743756,7.998259143556053
1.5,0.75,48.723294499470676,8.000029358664687
1.5,0.75,34.09011139562549,7.983235650772322
1.5,0.75,32.85771534302055,8.004088944806014
1.5,0.75,41.67535952076218,8.009334184394994
1.5,0.8125,38.0481277594536,8.013050657153357
1.5,0.5625,42.972195457672186,8.007399142631927
1.5,0.625,38.15116602254014,8.004697539848411
1.5,0.5,44.18582394729557,7.994090279377135
1.5,0.6875,47.21871334752142,7.997057537807349
1.5,0.5,36.474293482868866,8.025485680824275
1.5,0.8125,23.355872870338573,7.999580807549721
1.5,0.6875,54.408133290274186,7.998403233572594
1.5,0.6875,44.002509403822074,7.992669700802567
1.5,0.5625,51.339278355925885,8.000173720210672
1.5,0.6875,44.23770766649651,8.00001914519679
1.5,0.5625,41.77753687966308,7.98386802742743
1.5,0.9375,37.829340188723826,7.999250522579892
1.5,0.6875,30.093550961124816,8.010261802497519
1.5,0.8125,36.90770785198072,8.008549343964944
1.5,0.4375,46.71878106239195,8.009103988022895
1.5,0.5,36.31061989008918,7.991354315171618
1.5,0.75,40.60625274466315,7.984104658900698
1.5,0.625,38.323707016825374,8.007856820626907
1.5,0.875,43.45189816341737,8.002932145066312
1.5,0.5625,41.41079936085512,7.996275859920642
1.5,0.75,40.33140066188543,7.995112848352324
1.5,0.625,41.21860575988104,8.021284829963362
1.5,0.8125,41.01302734358617,8.003341790727667
1.5,0.5625,39.59377386522628,7.991326979108379
1.5,0.8125,30.918085586949903,8.007957152495964
1.5,0.75,33.999066058353044,7.998568557235604
1.5,0.875,28.22467786582544,8.02164547359122
1.5,0.75,43.027390127112064,7.998105942145662
1.5,0.6875,41.47730931554242,7.999974487750338
1.5,0.75,36.31134931509725,8.003656826970143
1.5,1.0,34.71639002613305,8.012956728395014
1.5,0.75,37.202897543570366,8.00644474681957
1.5,0.625,37.53213748540471,7.9998283306565465
1.5,0.875,34.258900314155454,8.013035101869146
1.5,0.8125,34.83348339752456,7.983208348338733
1.5,0.75,38.20755565480767,7.992163674108827
1.5,0.625,49.68839554169839,7.999402968948981
1.5,0.6875,41.26820860140157,8.010476183853319
1.5,0.75,34.186005030576176,7.984282657981362
1.5,0.75,37.85527770533362,8.00259448398517
1.5,0.75,50.74296732760347,7.998849028660654
1.5,0.6875,42.192326720976666,7.992920468353111
1.5,0.8125,43.97177148642433,7.986939636290687
1.5,0.75,34.415125716371485,8.009730271331934
1.5,0.625,34.235858372972544,8.008999471103325
1.5,0.5625,44.11905680601846,7.990386712675059
1.5,0.5,40.98612452710184,8.00133528826632
1.5,0.6875,43.46345951453399,7.9962448815990985
1.5,0.625,41.05159631490815,7.998802210468735
1.5,0.8125,40.87534717698626,8.010514145371033
1.5,0.5625,43.996255434646805,7.991729365632194
1.5,0.6875,47.37578657483974,8.006531397063803
1.5,0.5,41.312220236974674,7.99132328496048
1.5,0.75,32.348595344733475,7.984244766716765
1.5,0.8125,33.38189949658549,8.013381829362697
1.5,0.6875,39.673829528659596,7.986028200440947
1.5,0.8125,26.08645365267695,7.9963025669602885
1.5,0.625,37.12745295525149,8.00551824019178
1.5,0.625,33.62289588877059,8.001344599348402
1.5,0.625,36.802544288535735,7.997718708354762
1.5,0.6875,40.435498262599474,7.998043747609243
1.5,0.5625,39.86542405504768,7.998923686398863
1.5,0.4375,51.57843160287032,7.996384094470235
1.5,0.8125,29.754476035210928,7.996327462919645
1.5,0.5,44.6587333317246,7.999086818480768
1.5,0.8125,30.936312724715762,7.987393922320139
1.5,0.625,38.09589605138822,7.9906441770393375
1.5,0.75,26.933727638209778,7.993997860449296
1.5,0.8125,37.444592219002956,7.9834397240162716
1.5,0.6875,39.777311773441774,7.982242868315938
1.5,0.5625,39.98936757549559,7.982217212241599
1.5,0.625,45.06073787910323,8.016226349243185
1.5,0.6875,44.6637558629527,7.973065804098091
1.5,0.8125,38.851035640771364,7.998010873924244
1.5,0.6875,39.67055375337581,7.996564703816928
1.5,0.6875,40.688183505109784,7.9941088736666295
1.5,0.6875,41.49137363486001,7.99647690121558
1.5,0.5,46.649278205939055,7.998714170148128
1.5,0.8125,30.805752149356724,8.005409214589923
1.5,0.8125,37.16341811154226,7.990689590063589
1.5,0.6875,44.38179900683554,8.01416091024895
1.5,0.8125,37.876039928085085,7.980517010931203
1.5,0.625,40.96287541146494,8.003367678528548
1.5,0.75,41.761239682804714,8.008386702724026
1.5,0.625,49.764791091731105,7.995021854597347
1.5,0.75,40.12626675363853,7.9902564505820735
1.5,0.5,41.77706140305064,8.006120314902295
1.5,0.625,25.803653453782797,7.99318987077422
1.5,0.6875,34.037274310016855,8.000041905714225
1.5,0.5,40.502912835614815,7.996108812128984
1.5,0.6875,37.05777443494203,8.015190560371297
1.5,0.6875,34.11429804115006,7.97874198970927
1.5,0.75,34.14313820493761,7.993346602037038
1.5,0.625,47.4985015149633,7.9832405716005646
1.5,0.8125,26.3679805007264,8.00003233210733
1.5,0.875,37.83026252049566,8.0102787582238
1.5,0.4375,43.62499485063838,7.991544768375018
1.5,0.6875,36.75803235711396,8.006560485844885
1.5,0.5,47.14124767135782,7.987543059405596
1.5,0.625,44.302197441393005,8.019370934202207
1.5,0.75,30.027048934252086,8.002736121407962
1.5,0.75,43.39967431420828,7.993585967829608
1.5,0.6875,36.28577789333244,8.000772358555976
1.5,0.5625,35.85645398643432,8.007360894680781
1.5,0.5,44.43997284255353,8.005674399578652
1.5,0.5,40.604431300857705,7.993937939550452
1.5,0.6875,48.56153957110664,8.025312578345229
1.5,0.875,27.290572756673043,7.992824033472544
1.5,0.75,40.38892284174801,8.006335395012476
1.5,0.8125,33.7174146400757,7.997524254378849
1.5,0.625,26.767898852384683,8.022581640450722
1.5,0.5625,41.76924721923613,8.000907329048964
1.5,0.5,47.74932791230793,7.9969999100977205
1.5,0.75,48.191972075940335,7.971189143542624
1.5,0.8125,38.310242398933944,7.9940635888939156
1.5,0.625,37.745224854578325,8.008712970791061
1.5,0.625,32.16761910465136,8.002910035840012
1.5,0.6875,35.029905054472934,8.011878820501957
1.5,0.875,31.347969475996603,7.989637956599465
1.5,0.5,36.105639617378955,8.01661583132511
1.5,0.625,43.60221231780485,8.011108667997421
