trial,ber,energy_pj,window_ns
169,0.5625,38.26313653530959,9.983381459332481
170,0.375,53.307156368617285,9.99339906932036
171,0.3125,57.83026012396919,9.990868208462148
172,0.375,52.103377677412,9.995942550964513
173,0.125,67.95976900226789,10.014710168911387
174,0.375,53.74619788002167,9.992628675545236
175,0.125,73.05134679155796,9.996812967316025
176,0.3125,57.59138791468371,9.979949223637881
177,0.25,62.36132229488003,10.001362145398678
178,0.375,53.36229108693798,9.998203645540864
179,0.125,72.21976021720803,9.999752081229317
180,0.375,52.90987020568862,10.011284463067259
181,0.1875,69.75686233763298,9.982447516306996
182,0.25,64.40913695635584,9.999671094469177
183,0.4375,49.54658195052837,10.004326792099135
184,0.4375,48.007467464397514,9.994164930647868
185,0.625,31.779695658884407,10.006972561082456
186,0.1875,68.90372074751029,9.980456771003706
187,0.3125,58.19194804051131,9.994955551762281
188,0.25,66.42465073010759,10.003842962366132
189,0.5,33.48574982836899,10.003428514920113
190,0.5625,39.45395555063622,10.021778478526727
191,0.25,61.671734999736486,10.017542012192655
192,0.25,61.63911919393005,10.01387090333957
193,0.4375,49.957326138506176,10.009393677687987
194,0.0625,76.90447537320492,9.988930337002994
195,0.125,73.4635765979561,9.999846274989379
196,0.5,43.0961260270734,10.00657106089761
197,0.5,44.84971576350495,10.000275318911282
198,0.375,53.51507697058719,10.02787670055859
199,0.375,53.0420907888246,9.9766293836972
