sweep_window_ns,ber,energy_pj,window_ns
9.0,0.375,49.205342051819144,8.999277861781879
9.0,0.1875,63.066324985206414,8.992769423692412
9.0,0.125,67.70854127718366,8.99785118539126
9.0,0.25,58.723489988531725,9.013478546816822
9.0,0.1875,60.42509964621623,8.9795681396087
9.0,0.3125,54.126662629512474,9.013945171669215
9.0,0.375,47.375823782457594,8.99426044270207
9.0,0.3125,51.29048089209099,8.982585223821086
9.0,0.5625,35.52938476727723,8.987926106562803
9.0,0.3125,46.801713822270216,9.009046859753731
9.0,0.3125,53.46070120297961,8.988458880098456
9.0,0.25,55.91456240925672,8.991922319116586
9.0,0.5625,33.61973227801692,8.993332300489245
9.0,0.3125,50.103344487640356,8.991165435263927
9.0,0.5,39.183593869067444,9.001596854218889
9.0,0.4375,43.91026217890772,9.005938257757496
9.0,0.4375,45.630999847279305,9.013885526318916
9.0,0.3125,52.07445518426271,8.9903889908896
9.0,0.5,37.90337571842266,9.009247060870944
9.0,0.375,47.20857381083455,8.992413449276192
9.0,0.375,43.472001164983716,8.99486107320652
9.0,0.3125,52.43076606334526,9.00935413137728
9.0,0.5,37.03274785443063,9.0133085998147
9.0,0.1875,61.92648217940375,8.998739023007438
9.0,0.1875,61.45269909754524,8.99363937497996
9.0,0.3125,53.54237502667167,8.986689703708096
9.0,0.5,38.068948674851406,8.96954746714367
9.0,0.4375,45.529099630025414,8.99054725557517
9.0,0.3125,47.74159435257964,8.98654004939502
9.0,0.4375,38.64672320646673,9.00219737148052
9.0,0.4375,43.72003670019956,9.000904500316661
9.0,0.25,57.895020931343865,9.000515605762864
9.0,0.5,33.58139908133012,8.990331883245535
9.0,0.25,56.96360303383102,8.990768817584744
9.0,0.3125,51.28856603355105,9.002605529335666
9.0,0.3125,54.130027988454685,8.996555597548811
9.0,0.375,49.424375231993984,8.996843941809496
9.0,0.3125,51.10920014451444,9.006737523345704
9.0,0.3125,47.66495511527186,9.013160151007927
9.0,0.125,66.64723720068541,8.99029923344433
9.0,0.3125,50.512325269081316,8.99146119584656
9.0,0.375,44.73479446002296,9.0083752146333
9.0,0.375,48.20694099334611,8.989365817471349
9.0,0.375,47.11116570522407,9.003413862177805
9.0,0.25,55.83567843365099,8.99679794233013
9.0,0.1875,62.65405076999769,9.016002176371753
9.0,0.375,48.405184597302075,9.007021270452539
9.0,0.125,66.22348876455823,8.99531178197253
9.0,0.1875,61.738663175438944,9.00447873508118
9.0,0.3125,51.592762158775784,8.999232776967597
9.0,0.375,47.28062013999007,9.002599449666297
9.0,0.375,42.43997631279802,9.004340033349543
9.0,0.375,47.77932135107547,9.01058432283493
9.0,0.5,37.196915309719955,9.0070604182602
9.0,0.4375,45.25172818358134,9.016677355290962
9.0,0.4375,44.105677159057684,8.998295974613344
9.0,0.4375,43.68451543955472,8.993798581079462
9.0,0.4375,44.35323942271561,8.994275635758134
9.0,0.4375,39.259429959093886,8.991073511118781
9.0,0.5625,34.03007566475592,9.010861549676822
9.0,0.3125,53.148396380260266,9.006156925229147
9.0,0.625,29.72615691477331,9.011989957484946
9.0,0.375,47.026008287849855,9.016994382834126
9.0,0.0625,69.7355075144514,9.004699752519402
9.0,0.375,50.121060567706245,8.982929859525214
9.0,0.125,66.18427437834097,9.011959230893545
9.0,0.5,37.90105656644773,8.995517614768424
9.0,0.125,66.6272989713911,8.989130273281143
9.0,0.375,47.507947864029376,9.002873216830743
13.0,0.375,68.46348251237059,13.020900634856075
13.0,0.125,98.70983038400593,12.993914500327216
13.0,0.1875,89.42184353362316,12.982397990974116
13.0,0.25,82.5690203972529,12.986031471479706
13.0,0.3125,75.51726382517766,12.996595934986347
13.0,0.375,66.90977052021927,12.99998884121516
13.0,0.0625,100.80200829536831,13.005284109817989
13.0,0.5,55.36549559697066,13.00831831567883
13.0,0.3125,75.8927492656152,13.008900166581284
13.0,0.3125,77.7225893207135,13.008321850811233
13.0,0.375,70.76189344766405,12.979241624073468
13.0,0.5,55.39512772723462,12.995766150164819
13.0,0.4375,62.36848796894046,12.991873596237438
13.0,0.3125,78.37748625913933,12.999510961428932
13.0,0.1875,87.43025317159294,13.017097187294235
13.0,0.5,57.827846118673975,12.983046406581416
13.0,0.1875,86.67808043590722,12.998207835413627
13.0,0.125,95.75679926504671,13.010514152942434
13.0,0.4375,63.558018013790395,12.99339281498699
13.0,0.5,50.796768393422475,13.012682661362856
13.0,0.4375,62.988389156832866,13.002494310707233
13.0,0.1875,92.29971662829993,13.002163444277299
13.0,0.3125,77.91811810969921,12.995276789056717
13.0,0.375,69.8396988229239,13.001310060143542
13.0,0.375,68.57887021699992,12.989520847073681
13.0,0.375,70.48899312376722,12.999694059827947
13.0,0.1875,89.94619410213002,13.018726538621413
13.0,0.3125,77.6064914944491,13.01523530330172
13.0,0.3125,76.25599811846335,12.997118190408319
13.0,0.25,83.09008733742547,12.996750692998768
13.0,0.4375,60.95262503279597,12.982716172178279
13.0,0.1875,90.94591462884081,13.00384887019139
13.0,0.5,51.85782518057572,13.005119993812926
13.0,0.3125,66.25823113401225,12.98516276943141
13.0,0.375,68.964997169222,12.982501798127613
13.0,0.5,54.090458325066386,12.985889079601948
13.0,0.375,71.39299850163167,13.012304554107844
13.0,0.375,66.98514051812606,12.985928648497033
13.0,0.25,79.90878895437199,12.979337169960717
13.0,0.1875,87.58280391969757,13.003335911430277
13.0,0.125,95.84350889637561,12.998259143556053
13.0,0.1875,92.86939829534512,13.000029358664687
13.0,0.4375,63.08614420396782,12.983235650772322
13.0,0.4375,60.68811030298073,13.004088944806014
13.0,0.3125,78.06922086491765,13.009334184394994
13.0,0.375,70.24489969823718,13.013050657153357
13.0,0.25,80.75531241387164,13.007399142631927
13.0,0.375,71.75673088213625,13.004697539848411
13.0,0.25,82.95193632304559,12.994090279377135
13.0,0.1875,89.26499880642977,12.997057537807349
13.0,0.375,66.92045589678031,13.025485680824275
13.0,0.625,42.48368741714194,12.999580807549721
13.0,0.0625,103.76443184237712,12.998403233572594
13.0,0.25,83.32241376591001,12.992669700802567
13.0,0.125,97.81622575109279,13.000173720210672
13.0,0.25,83.2150780077935,13.00001914519679
13.0,0.3125,78.56606691516775,12.98386802742743
13.0,0.375,70.56060200849333,12.999250522579892
13.0,0.5,55.567017369600265,13.010261802497519
13.0,0.375,68.68850190800329,13.008549343964944
13.0,0.1875,88.79590201765407,13.009103988022895
13.0,0.375,67.37657077400402,12.991354315171618
13.0,0.3125,76.15037418860497,12.984104658900698
13.0,0.375,71.14541069691428,13.007856820626907
13.0,0.25,81.3278450621183,13.002932145066312
13.0,0.3125,77.76113370884734,12.996275859920642
13.0,0.3125,74.81830021467869,12.995112848352324
13.0,0.3125,77.12085647420267,13.021284829963362
13.0,0.3125,77.57056224512151,13.003341790727667
13.0,0.3125,75.19517293970097,12.99132697910838
13.0,0.5,56.95739603067518,13.007957152495964
13.0,0.4375,63.42902297438113,12.998568557235604
13.0,0.5625,51.87033220130079,13.02164547359122
13.0,0.25,80.84509757906389,12.998105942145662
13.0,0.3125,77.894539867366,12.999974487750338
13.0,0.375,67.21020692776317,13.003656826970143
13.0,0.4375,64.40416081076064,13.012956728395014
13.0,0.375,69.83189646692593,13.00644474681957
13.0,0.375,70.86820916636485,12.999828330656547
13.0,0.4375,63.2986156727174,13.013035101869146
13.0,0.4375,64.33207515205551,12.983208348338733
13.0,0.375,71.47957559003125,12.992163674108827
13.0,0.125,93.57891746224084,12.999402968948981
13.0,0.3125,77.00652979708282,13.010476183853319
13.0,0.4375,64.00701603280986,12.984282657981362
13.0,0.375,69.81148503497947,13.00259448398517
13.0,0.125,96.06953864354149,12.998849028660654
13.0,0.3125,79.55366809557195,12.99292046835311
13.0,0.25,83.29004936230433,12.986939636290687
13.0,0.4375,63.727522700287956,13.009730271331934
13.0,0.4375,63.74953699894494,13.008999471103325
13.0,0.25,83.11898995526737,12.99038671267506
13.0,0.3125,77.04942868269401,13.00133528826632
13.0,0.25,81.20858274112098,12.996244881599099
13.0,0.3125,77.0920373636486,12.998802210468735
13.0,0.3125,76.77250423049824,13.010514145371033
13.0,0.25,82.45635666524417,12.991729365632194
13.0,0.1875,88.89155454548785,13.006531397063803
13.0,0.3125,77.91969638786001,12.99132328496048
13.0,0.4375,59.256972110867075,12.984244766716765
13.0,0.4375,61.315401187991455,13.013381829362697
13.0,0.3125,73.87542165691856,12.986028200440947
13.0,0.5625,48.54028784598128,12.996302566960289
13.0,0.375,69.14916645710522,13.00551824019178
13.0,0.4375,61.6466646112828,13.001344599348402
13.0,0.375,67.84190935329852,12.997718708354762
13.0,0.3125,76.40382046672148,12.998043747609243
13.0,0.3125,74.34768798915954,12.998923686398863
13.0,0.125,98.31277080296705,12.996384094470235
13.0,0.5,54.804957887934606,12.996327462919645
13.0,0.25,84.147673719162,12.999086818480768
13.0,0.5,57.534198665984526,12.98739392232014
13.0,0.3125,71.30003120118252,12.990644177039337
13.0,0.5625,49.17323164413038,12.993997860449296
13.0,0.375,70.22008769054865,12.983439724016272
13.0,0.3125,74.39492800427884,12.982242868315938
13.0,0.3125,74.28336136614965,12.982217212241599
13.0,0.25,85.71260867435313,13.016226349243185
13.0,0.25,84.44977435818544,12.973065804098091
13.0,0.375,73.16980232657949,12.998010873924244
13.0,0.3125,74.71067309714272,12.996564703816928
13.0,0.3125,76.2631561941929,12.99410887366663
13.0,0.3125,77.70926070037966,12.99647690121558
13.0,0.1875,87.50258956326898,12.998714170148128
13.0,0.5,57.01073235287372,13.005409214589923
13.0,0.375,69.32968864218766,12.990689590063589
13.0,0.1875,83.42569235917722,13.01416091024895
13.0,0.375,70.15341874720711,12.980517010931203
13.0,0.3125,76.60609550812893,13.003367678528548
13.0,0.25,78.29877856383737,13.008386702724026
13.0,0.125,93.761090909249,12.995021854597347
13.0,0.3125,75.42756586276614,12.990256450582073
13.0,0.3125,78.44007226841184,13.006120314902295
13.0,0.5625,46.991158664679894,12.99318987077422
13.0,0.4375,62.97124075781157,13.000041905714225
13.0,0.3125,75.74139215772675,12.996108812128984
13.0,0.375,68.97823350643237,13.015190560371297
13.0,0.4375,64.37728740159856,12.97874198970927
13.0,0.4375,63.82319068600205,12.993346602037038
13.0,0.1875,89.81320883207079,12.983240571600565
13.0,0.5,49.0189663934676,13.00003233210733
13.0,0.375,70.4651827535837,13.0102787582238
13.0,0.25,81.6524566762224,12.991544768375018
13.0,0.375,68.1668368640988,13.006560485844885
13.0,0.1875,89.08563518752901,12.987543059405596
13.0,0.1875,83.18150488650006,13.019370934202207
13.0,0.5,55.38598491006555,13.002736121407962
13.0,0.25,81.53083747999904,12.993585967829608
13.0,0.375,66.81494686953064,13.000772358555976
13.0,0.375,66.22434062991613,13.007360894680781
13.0,0.25,84.05739496981268,13.005674399578652
13.0,0.3125,76.15522314684335,12.993937939550452
13.0,0.1875,91.97666648490288,13.025312578345229
13.0,0.5,49.95420232328858,12.992824033472544
13.0,0.25,75.3042570660533,13.006335395012476
13.0,0.375,63.15922339096312,12.997524254378849
13.0,0.5625,48.661683964420156,13.022581640450722
13.0,0.3125,79.29105700774164,13.000907329048964
13.0,0.1875,89.73622652907285,12.99699991009772
13.0,0.1875,91.59592412394532,12.971189143542624
13.0,0.375,72.92735619687734,12.994063588893916
13.0,0.375,70.67024269102113,13.008712970791061
13.0,0.4375,58.938570016062755,13.002910035840012
13.0,0.4375,65.1280137507649,13.011878820501957
13.0,0.5,57.773812476367674,12.989637956599465
